,HeadPitch,HeadYaw,HipPitch,HipRoll,KneePitch,LElbowRoll,LElbowYaw,LHand,LShoulderPitch,LShoulderRoll,LWristYaw,RElbowRoll,RElbowYaw,RHand,RShoulderPitch,RShoulderRoll,RWristYaw,R0R,R0G,R0B,L0R,L0G,L0B,R1R,R1G,R1B,L1R,L1G,L1B,R2R,R2G,R2B,L2R,L2G,L2B,R3R,R3G,R3B,L3R,L3G,L3B,R4R,R4G,R4B,L4R,L4G,L4B,R5R,R5G,R5B,L5R,L5G,L5B,R6R,R6G,R6B,L6R,L6G,L6B,R7R,R7G,R7B,L7R,L7G,L7B
0,-0.21168947,-0.009203911,-0.023009777,-0.013805866,0.0030679703,-0.5138836,-1.2302525,0.59402466,1.5661944,0.15186405,0.024502039,0.52001953,1.2256507,0.59138846,1.5631263,-0.14572811,0.021434069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,-0.21168947,-0.009203911,-0.021475792,-0.013805866,0.0030679703,-0.5154176,-1.2302525,0.59402466,1.5661944,0.15186405,0.024502039,0.5215535,1.2256507,0.59138846,1.5631263,-0.14572811,0.021434069,1,1,1,1,1,1,1,1,1,1,1,1,0.9887822,0.98813057,0.98813057,0.9882237,0.9932507,1,0.9769831,0.97623765,0.97623765,0.976214,0.99104536,0.9996269,0.9760718,0.9760718,0.9760718,0.9760718,0.9858308,0.99906164,0.96414346,0.96414346,0.96414346,0.96414346,0.9879072,0.9848136,0.9661457,0.9641792,0.9641792,0.96445996,0.9796313,1,0.9537832,0.9522863,0.9522863,0.9522863,0.9820372,0.9992517
2,-0.21168947,-0.009203911,-0.023009777,-0.013805866,0.0030679703,-0.5154176,-1.2302525,0.59402466,1.5661944,0.15186405,0.024502039,0.52001953,1.2256507,0.59138846,1.5631263,-0.14572811,0.021434069,0.9399998,0.9399998,0.9399998,0.9399998,0.9644705,0.99764687,0.9399998,0.9399998,0.9399998,0.92878354,0.9759817,0.96983767,0.92147565,0.9169141,0.9169141,0.9175656,0.952755,1,0.91944075,0.91683185,0.91683185,0.916749,0.9686587,0.99869406,0.9162513,0.9162513,0.9162513,0.9042872,0.94332314,0.99624664,0.9043826,0.9043826,0.9043826,0.9043826,0.9677525,0.9595029,0.9097218,0.9044778,0.9044778,0.9052266,0.9456835,1,0.8960123,0.8926442,0.8926442,0.8926442,0.9595837,0.9983162
3,-0.21168947,-0.009203911,-0.023009777,-0.013805866,0.0030679703,-0.5154176,-1.2302525,0.59402466,1.5631264,0.15186405,0.024502039,0.5215535,1.2256507,0.59138846,1.5631263,-0.14572811,0.021434069,0.8799997,0.8799997,0.8799997,0.8799997,0.9289411,0.9952938,0.8799997,0.8799997,0.8799997,0.86943644,0.9559665,0.9447024,0.8766046,0.86943644,0.86943644,0.8586839,0.91900855,1,0.8618984,0.85742605,0.85742605,0.85728407,0.946272,0.99776125,0.8564308,0.8564308,0.8564308,0.8444667,0.9079001,0.9939007,0.84462166,0.84462166,0.84462166,0.84462166,0.9475978,0.93419224,0.8532979,0.84477633,0.84477633,0.84599316,0.91173565,1,0.83824134,0.8330021,0.8330021,0.8330021,0.9371302,0.99738073
4,-0.21629119,-0.010737896,-0.024543762,-0.013805866,0.0046019554,-0.51695156,-1.2302525,0.59402466,1.5615925,0.15186405,0.024502039,0.52768946,1.2256507,0.59138846,1.5631263,-0.1472621,0.021434069,0.8199995,0.8199995,0.8199995,0.8199995,0.8934116,0.99294066,0.8199995,0.8199995,0.8199995,0.8100894,0.93595123,0.9195671,0.809298,0.79822,0.79822,0.7998021,0.8852621,1,0.8043561,0.7980202,0.7980202,0.7859263,0.919408,0.9966419,0.7846462,0.7846462,0.7846462,0.7846462,0.87247705,0.99155486,0.7848608,0.7848608,0.7848608,0.7848608,0.9274432,0.90888155,0.796874,0.7850748,0.7850748,0.77491313,0.87099826,1,0.7804704,0.77335995,0.77335995,0.77335995,0.9146767,0.9964451
5,-0.22856307,-0.009203911,-0.033747673,-0.013805866,0.0061359406,-0.51848555,-1.2302525,0.59490335,1.5600585,0.15339804,0.024502039,0.53996134,1.2256507,0.59226716,1.5631263,-0.14879608,0.021434069,0.75999945,0.75999945,0.75999945,0.75999945,0.8578821,0.99058765,0.75999945,0.75999945,0.75999945,0.7507423,0.915936,0.8944318,0.7532092,0.7388729,0.7388729,0.7409204,0.85151565,1,0.7468138,0.7386144,0.7386144,0.73835444,0.90149873,0.9958956,0.7248257,0.7248257,0.7248257,0.7248257,0.837054,0.989209,0.72509986,0.72509986,0.72509986,0.72509986,0.9072885,0.883571,0.74045014,0.7253732,0.7253732,0.7156797,0.83705044,1,0.7226994,0.7137179,0.7137179,0.7137179,0.89222324,0.99550956
6,-0.23776698,-0.013805866,-0.046019316,-0.013805866,0.010737896,-0.5246215,-1.2225826,0.59753954,1.5600585,0.15493202,0.024502039,0.55683494,1.2256507,0.59402466,1.5631263,-0.15186405,0.018366098,0.69999945,0.69999945,0.69999945,0.69999945,0.8223526,0.9882347,0.69999945,0.69999945,0.69999945,0.69139516,0.89592075,0.86929655,0.69712025,0.6795257,0.6795257,0.68203866,0.81776917,1,0.68927157,0.67920846,0.67920846,0.67888963,0.87911206,0.9949628,0.6769693,0.6769693,0.6769693,0.6650052,0.801631,0.98686314,0.665339,0.665339,0.665339,0.665339,0.88713384,0.8582606,0.68402636,0.6656717,0.6656717,0.6682932,0.8098922,1,0.6649285,0.65407574,0.65407574,0.65407574,0.86976975,0.99457395
7,-0.24850488,-0.016873837,-0.05675721,-0.013805866,0.013805866,-0.52922344,-1.2149127,0.59929705,1.5585245,0.156466,0.024502039,0.5721748,1.2256507,0.59490335,1.5631263,-0.15339804,0.009161949,0.6519995,0.6519995,0.6519995,0.6519995,0.79392904,0.9863524,0.63999945,0.63999945,0.63999945,0.6320479,0.8759055,0.8441613,0.6522491,0.6320479,0.6320479,0.62315696,0.78402275,1,0.6317295,0.6198024,0.6198024,0.6194248,0.8567254,0.99403,0.6171488,0.6171488,0.6171488,0.6171488,0.77329254,0.9849864,0.60557806,0.60557806,0.60557806,0.60557806,0.8669791,0.8329502,0.6276027,0.6059702,0.6059702,0.60906,0.77594435,1,0.61871165,0.60636204,0.60636204,0.5825052,0.84282553,0.99345124
8,-0.2653787,-0.024543762,-0.078233,-0.013805866,0.021475792,-0.5353594,-1.2026408,0.60369074,1.5554565,0.16106796,0.024502039,0.5997865,1.2256507,0.59841824,1.5646603,-0.15799999,0.007627964,0.5799995,0.5799995,0.5799995,0.5799995,0.75129366,0.9835289,0.56799954,0.56799954,0.56799954,0.5608311,0.8518872,0.81399894,0.58494234,0.5608311,0.5608311,0.5642752,0.75027627,1,0.56267893,0.54851514,0.54851514,0.5480671,0.82986146,0.9929106,0.5453642,0.5453642,0.5453642,0.5453642,0.7307849,0.9821714,0.533865,0.533865,0.533865,0.533865,0.8427935,0.80257756,0.55989426,0.5343284,0.5343284,0.53798014,0.73520696,1,0.5378322,0.5228631,0.5228631,0.5228631,0.82037205,0.9925157
9,-0.28071856,-0.032213688,-0.09817481,-0.013805866,0.026077747,-0.5445633,-1.1903689,0.6072056,1.5523885,0.16566992,0.024502039,0.6243303,1.2256507,0.60105443,1.5661943,-0.16106796,-4.196167E-05,0.51999956,0.51999956,0.51999956,0.51999956,0.71576416,0.98070544,0.5079996,0.5079996,0.5079996,0.50148386,0.83187205,0.78886366,0.5288534,0.50148386,0.50148386,0.5053935,0.71652985,1,0.51664525,0.50099033,0.50099033,0.4886023,0.8074748,0.9919778,0.4855437,0.4855437,0.4855437,0.4855437,0.69536173,0.97982556,0.48605618,0.48605618,0.48605618,0.47410396,0.82263887,0.77726704,0.5034706,0.4746269,0.4746269,0.47874698,0.701259,1,0.49161533,0.47514942,0.47514942,0.46322098,0.79791856,0.99158007
