,HeadPitch,HeadYaw,HipPitch,HipRoll,KneePitch,LElbowRoll,LElbowYaw,LHand,LShoulderPitch,LShoulderRoll,LWristYaw,RElbowRoll,RElbowYaw,RHand,RShoulderPitch,RShoulderRoll,RWristYaw,R0R,R0G,R0B,L0R,L0G,L0B,R1R,R1G,R1B,L1R,L1G,L1B,R2R,R2G,R2B,L2R,L2G,L2B,R3R,R3G,R3B,L3R,L3G,L3B,R4R,R4G,R4B,L4R,L4G,L4B,R5R,R5G,R5B,L5R,L5G,L5B,R6R,R6G,R6B,L6R,L6G,L6B,R7R,R7G,R7B,L7R,L7G,L7B,valence,time
0,-0.5586733818054199,-0.04284510016441345,0.10233630985021591,-0.022379448637366295,-0.1409115046262741,-0.8419944643974304,-1.3470649719238281,0.09034090489149094,1.895355463027954,0.0650142952799797,-0.5352927446365356,0.6965643167495728,1.335251808166504,0.0847865492105484,1.8545831441879272,-0.04316584765911102,0.6120190024375916,0.035621658,0.0029485924,1.9864847e-05,0.023814473,0.028316244,6.3017855e-05,0.022782732,0.0047496296,9.061118e-08,1.4840136e-05,0.9962836,0.03660895,0.0002448544,0.5532008,0.5144015,5.917693e-05,0.97092503,0.01746633,0.0073619396,0.010482105,1.536974e-06,0.021047154,0.02447611,2.6071352e-06,0.021175386,0.021767624,1.389803e-06,0.004295024,0.020820135,1.7503577e-06,0.00011961933,0.9567761,0.017333468,9.1416725e-05,0.5306834,0.56447935,2.039109e-05,0.9925303,0.03981684,0.007823026,0.0068035154,4.4973973e-07,0.051176425,0.0071782647,1.6166092e-05,0.034097694,0.0025614116,1.1599542e-05,0.8272343,0.02
1,-0.5574304461479187,-0.06183889880776405,0.10762398689985275,-0.02408915013074875,-0.1425286829471588,-0.8546870350837708,-1.3480771780014038,0.08876004070043564,1.8935387134552002,0.0654827281832695,-0.5519300103187561,0.7074404358863831,1.3515242338180542,0.08397914469242096,1.8557171821594238,-0.04318195581436157,0.626685619354248,0.039775617,0.0029257303,2.0225752e-05,0.026181865,0.028391762,5.531479e-05,0.024965214,0.0046419497,8.788168e-08,1.6792135e-05,0.99629325,0.03491087,0.00026083796,0.55638385,0.53474844,6.848632e-05,0.97212076,0.015492531,0.0077474685,0.009814537,1.5563938e-06,0.023006715,0.023935663,2.2879913e-06,0.02321264,0.022166088,1.4631626e-06,0.004616601,0.019171841,1.4868873e-06,0.00013745028,0.95903105,0.017053956,9.976512e-05,0.5116272,0.57596314,2.1260155e-05,0.9929304,0.03932716,0.008335385,0.006208637,3.626538e-07,0.055102527,0.00724269,1.6370288e-05,0.036710218,0.00244934,1.0604467e-05,0.8304418,0.08
2,-0.5562559962272644,-0.08064883202314377,0.11286399513483047,-0.025712432339787483,-0.144117534160614,-0.8673638701438904,-1.349890112876892,0.0872308686375618,1.8917065858840942,0.06593821197748184,-0.5676501989364624,0.7183032035827637,1.3672292232513428,0.08319465816020966,1.856387972831726,-0.04316334426403046,0.6421336531639099,0.04425426,0.0029047453,2.0601487e-05,0.02869942,0.028451681,4.862236e-05,0.027268104,0.004533086,8.5363745e-08,1.8944722e-05,0.99630475,0.03333292,0.0002775156,0.55966413,0.55457205,7.908478e-05,0.97326016,0.013757769,0.008134575,0.009203059,1.5759541e-06,0.02505625,0.023393048,2.0126306e-06,0.025338283,0.022530211,1.5401152e-06,0.004950581,0.017656328,1.2659215e-06,0.0001575471,0.96111995,0.01680572,0.000108701446,0.49241456,0.5870278,2.21324e-05,0.99330056,0.038821593,0.008856769,0.005669314,2.9349732e-07,0.059223328,0.007295556,1.6596157e-05,0.03938464,0.0023444323,9.703376e-06,0.83355945,0.13999999999999999
3,-0.5550019145011902,-0.09917532652616501,0.11812901496887207,-0.02733052894473076,-0.14568859338760376,-0.8799822330474854,-1.3525846004486084,0.0858578234910965,1.8897680044174194,0.0663895234465599,-0.5829278826713562,0.7292042970657349,1.3818731307983398,0.08253369480371475,1.8561687469482422,-0.04311223700642586,0.6567214131355286,0.048917033,0.0028825444,2.1001995e-05,0.031357553,0.02850397,4.2854288e-05,0.029636476,0.004419037,8.305803e-08,2.1314134e-05,0.99631304,0.031845983,0.00029424904,0.562815,0.5739298,9.1082766e-05,0.9743585,0.01224326,0.008485957,0.00862157,1.5943393e-06,0.027116077,0.02283862,1.7741819e-06,0.0274641,0.022816915,1.6208493e-06,0.0052770968,0.01623932,1.0817278e-06,0.00018002078,0.9630556,0.01657551,0.00011798927,0.47303993,0.5978532,2.3011491e-05,0.9936313,0.038266614,0.009363429,0.0051761223,2.3859388e-07,0.0635622,0.0073445477,1.6841677e-05,0.041975148,0.0022424872,8.87964e-06,0.83658814,0.19999999999999998
4,-0.553674578666687,-0.1174488440155983,0.12364966422319412,-0.029458671808242798,-0.1474194973707199,-0.8918513059616089,-1.356163740158081,0.08468051999807358,1.8879300355911255,0.0669768825173378,-0.5961331129074097,0.7400623559951782,1.3944227695465088,0.08212894201278687,1.8547348976135254,-0.04301076382398605,0.6704081296920776,0.053540252,0.0028561808,2.143908e-05,0.03412456,0.028447958,3.7877402e-05,0.031811547,0.0042787855,8.060155e-08,2.380705e-05,0.996314,0.030402102,0.00030997506,0.5657171,0.5923542,0.00010491869,0.9754167,0.010952762,0.008757828,0.008072889,1.6114045e-06,0.02908537,0.022213032,1.5660568e-06,0.029422523,0.0229331,1.6969855e-06,0.005566664,0.014892185,9.2996254e-07,0.00020590176,0.96486115,0.0164645,0.00012683618,0.4534075,0.6083164,2.3829536e-05,0.9939176,0.037466697,0.009791844,0.0047176615,1.9419852e-07,0.068331376,0.007363801,1.7123553e-05,0.044283938,0.0021382093,8.132128e-06,0.8397541,0.26
5,-0.5533596873283386,-0.12813587486743927,0.128183051943779,-0.031229691579937935,-0.1491156369447708,-0.8998329043388367,-1.3616222143173218,0.08410681784152985,1.8866729736328125,0.06768964231014252,-0.6024694442749023,0.7479342222213745,1.4036892652511597,0.08246330171823502,1.8526562452316284,-0.04259532690048218,0.6842476725578308,0.056514055,0.0027708495,2.151714e-05,0.036230538,0.028120488,3.4389952e-05,0.03317224,0.0041514235,7.815121e-08,2.6262573e-05,0.9963649,0.029298248,0.0003238203,0.56865287,0.6069261,0.000118053875,0.97662354,0.010269542,0.008818313,0.0076510175,1.6356881e-06,0.030416846,0.021665042,1.3972917e-06,0.030534187,0.022681331,1.7432344e-06,0.00574001,0.013861223,8.3996133e-07,0.00022849382,0.9665191,0.016657056,0.0001342773,0.43945807,0.6165171,2.4803529e-05,0.9941855,0.036679212,0.010079239,0.0043857875,1.6420321e-07,0.07247558,0.007252262,1.7367349e-05,0.045453157,0.0020176568,7.5638486e-06,0.8428153,0.32
6,-0.5541167259216309,-0.1314212828874588,0.13474829494953156,-0.03310667723417282,-0.15233317017555237,-0.9037355780601501,-1.3647454977035522,0.08341923356056213,1.8860706090927124,0.06896445155143738,-0.6066482067108154,0.7463547587394714,1.4045641422271729,0.08343269675970078,1.853527545928955,-0.042440153658390045,0.6877214312553406,0.057544954,0.0026530153,2.1928401e-05,0.037367545,0.027190061,3.3307417e-05,0.03405989,0.0040439004,7.753268e-08,2.9133294e-05,0.99639183,0.02861992,0.00033480898,0.5651908,0.6234618,0.00012869739,0.97765803,0.009831081,0.008715664,0.007215514,1.6423674e-06,0.03081423,0.021069149,1.2681327e-06,0.03098445,0.021924438,1.7973392e-06,0.0058211354,0.013041538,7.784814e-07,0.000244439,0.968171,0.016389912,0.00014042709,0.42850602,0.6246428,2.6224707e-05,0.9944243,0.03567231,0.010288277,0.004173418,1.4718927e-07,0.07588683,0.0071036452,1.803334e-05,0.045769494,0.0019044572,7.178672e-06,0.84547514,0.38
7,-0.554876983165741,-0.13381995260715485,0.14326690137386322,-0.03572924807667732,-0.15634188055992126,-0.9079906344413757,-1.3668910264968872,0.08259663730859756,1.88541841506958,0.07064805179834366,-0.6119279861450195,0.744022786617279,1.4031270742416382,0.08435835689306259,1.8548698425292969,-0.042456261813640594,0.6896830201148987,0.05826787,0.0025400536,2.2448965e-05,0.038244754,0.026112773,3.2377062e-05,0.034844466,0.00394533,7.690672e-08,3.2264623e-05,0.99641055,0.027911752,0.00034356845,0.56017363,0.6392215,0.0001392052,0.97865504,0.009353336,0.008605587,0.006795346,1.6366118e-06,0.031011295,0.020439778,1.1451152e-06,0.031379547,0.021123165,1.8508787e-06,0.005886912,0.012297844,7.156349e-07,0.0002597876,0.96985894,0.015969018,0.0001460559,0.4170718,0.63130367,2.768023e-05,0.9946643,0.034462117,0.010463609,0.0039933007,1.3181861e-07,0.079140484,0.006949558,1.8783176e-05,0.046089698,0.0017998822,6.7928877e-06,0.84809744,0.44
8,-0.5556864738464355,-0.13897904753684998,0.15419059991836548,-0.03890734538435936,-0.1615319699048996,-0.9149929881095886,-1.3681169748306274,0.08186499029397964,1.8843132257461548,0.07280783355236053,-0.6198638677597046,0.742661714553833,1.4015127420425415,0.08559799939393997,1.8557428121566772,-0.042540423572063446,0.6953873038291931,0.05846081,0.0024084626,2.2781782e-05,0.039061688,0.025048586,3.1245207e-05,0.035453085,0.0038317228,7.575729e-08,3.562916e-05,0.99641234,0.02706243,0.0003497909,0.5541947,0.6543184,0.0001507589,0.9797183,0.008880843,0.008374903,0.006324096,1.6246596e-06,0.030890513,0.019690238,1.0143322e-06,0.031520575,0.020225605,1.9016644e-06,0.0059064836,0.011483396,6.478227e-07,0.0002763958,0.97175795,0.01562941,0.00015045848,0.4036853,0.6355792,2.9104942e-05,0.9948919,0.033165548,0.010565722,0.0037771212,1.16277945e-07,0.08288116,0.006809885,1.9627203e-05,0.04618104,0.0016772505,6.2896747e-06,0.8511967,0.5
9,-0.5561939477920532,-0.1437639594078064,0.16496649384498596,-0.042251408100128174,-0.16660304367542267,-0.9218659996986389,-1.3690307140350342,0.08124680072069168,1.8829249143600464,0.07508617639541626,-0.6288257241249084,0.7415903806686401,1.399491548538208,0.08695132285356522,1.8567229509353638,-0.04265597090125084,0.7016799449920654,0.05853418,0.0022857515,2.3203316e-05,0.03990216,0.02409568,3.027829e-05,0.036026858,0.0037209128,7.502566e-08,3.931097e-05,0.9963903,0.026241608,0.00035538847,0.5476172,0.6687827,0.00016358991,0.98065084,0.008433799,0.008131971,0.0058698887,1.6177283e-06,0.030712284,0.018933259,9.0400465e-07,0.031617746,0.019350657,1.9658844e-06,0.005917913,0.010695745,5.883448e-07,0.00029453955,0.97347045,0.015313341,0.00015466467,0.3897731,0.6393953,3.0616968e-05,0.99508494,0.031976953,0.010653416,0.0035659485,1.0316393e-07,0.08677278,0.006705168,2.0587657e-05,0.046151407,0.0015648381,5.8299242e-06,0.8542318,0.56
10,-0.5570715069770813,-0.15212678909301758,0.17717544734477997,-0.046610135585069656,-0.17405396699905396,-0.9317381381988525,-1.3732924461364746,0.08051358163356781,1.8801884651184082,0.07787678390741348,-0.6406987905502319,0.7410288453102112,1.3945157527923584,0.08852877467870712,1.8579941987991333,-0.04282355308532715,0.7062073349952698,0.057976343,0.0021517004,2.3728197e-05,0.041338813,0.02322175,2.9774958e-05,0.036621407,0.0035894457,7.427105e-08,4.3738833e-05,0.9963038,0.025158474,0.00035831297,0.5384449,0.68253493,0.00017981371,0.98155886,0.007954812,0.0078113936,0.005354906,1.6015641e-06,0.030302329,0.0179119,7.9956135e-07,0.031484567,0.01835313,2.0488685e-06,0.005918516,0.009724902,5.258627e-07,0.00031879303,0.97506446,0.015217062,0.0001587435,0.37424603,0.64049995,3.2488533e-05,0.995275,0.031018825,0.010759365,0.0033474776,9.183013e-08,0.091312364,0.006714162,2.2105043e-05,0.045946296,0.0014530668,5.3069034e-06,0.8569993,0.62
11,-0.5578664541244507,-0.1607392430305481,0.1894090324640274,-0.050915706902742386,-0.18123173713684082,-0.9414332509040833,-1.3781312704086304,0.07980736345052719,1.877455711364746,0.0808190256357193,-0.6541812419891357,0.7405999898910522,1.389535665512085,0.09012149274349213,1.8593190908432007,-0.0430300198495388,0.7113286852836609,0.05736629,0.0020251346,2.423151e-05,0.042911142,0.022409165,2.9271534e-05,0.037216395,0.0034604394,7.36696e-08,4.863878e-05,0.9962058,0.02413612,0.00036026584,0.52941954,0.6955831,0.00019749737,0.9824107,0.007520967,0.0074986555,0.004886486,1.5884963e-06,0.029912397,0.016972648,7.077199e-07,0.031351916,0.017411426,2.136211e-06,0.005919958,0.00884172,4.7069207e-07,0.00034498767,0.97653437,0.015149451,0.00016264798,0.35915095,0.6411901,3.44675e-05,0.9954485,0.03013662,0.010876504,0.0031399855,8.1937856e-08,0.09617943,0.0067366217,2.3739218e-05,0.045742214,0.0013486851,4.8263514e-06,0.8597535,0.6799999999999999
12,-0.5569711327552795,-0.16169771552085876,0.1992776244878769,-0.05300573632121086,-0.18706092238426208,-0.9485217928886414,-1.3814988136291504,0.0779319778084755,1.8741633892059326,0.08230051398277283,-0.6524732708930969,0.7361404895782471,1.3831262588500977,0.09051240980625153,1.8612507581710815,-0.042584680020809174,0.7054870128631592,0.0561588,0.00192316,2.4881187e-05,0.046011038,0.02188805,2.9687548e-05,0.036364917,0.0033740408,7.555614e-08,5.2023854e-05,0.99600947,0.0225675,0.0003534357,0.51975435,0.70374584,0.0002232971,0.98307055,0.007462749,0.0070256973,0.004630063,1.5645999e-06,0.028627053,0.015753064,6.18808e-07,0.030487398,0.016191581,2.1423232e-06,0.005760828,0.0083255675,4.2738884e-07,0.0003782589,0.97784686,0.015678376,0.00016602897,0.3462446,0.63474643,3.552544e-05,0.9954259,0.028611775,0.01093166,0.0029823738,7.379237e-08,0.10234356,0.0067074522,2.6206006e-05,0.04452001,0.0012637934,4.388401e-06,0.86061364,0.74
