,HeadPitch,HeadYaw,HipPitch,HipRoll,KneePitch,LElbowRoll,LElbowYaw,LHand,LShoulderPitch,LShoulderRoll,LWristYaw,RElbowRoll,RElbowYaw,RHand,RShoulderPitch,RShoulderRoll,RWristYaw,R0R,R0G,R0B,L0R,L0G,L0B,R1R,R1G,R1B,L1R,L1G,L1B,R2R,R2G,R2B,L2R,L2G,L2B,R3R,R3G,R3B,L3R,L3G,L3B,R4R,R4G,R4B,L4R,L4G,L4B,R5R,R5G,R5B,L5R,L5G,L5B,R6R,R6G,R6B,L6R,L6G,L6B,R7R,R7G,R7B,L7R,L7G,L7B,valence,time
0,-0.19932375848293304,0.0002473879139870405,0.030282700434327126,0.014698079787194729,-0.03663281723856926,-0.7289268374443054,-0.9194537401199341,0.5245583653450012,1.1619365215301514,0.15043644607067108,-0.09642976522445679,0.43097352981567383,1.2148728370666504,0.670465886592865,1.6368449926376343,-0.19773569703102112,-0.008270411752164364,0.99999475,0.22518162,0.9988205,0.9999913,0.015903683,0.999406,0.9999999,0.024805084,0.99910444,0.9999981,0.25475407,0.99959415,0.9999994,0.24537367,0.99996924,1.0,0.011834988,0.9993356,0.999974,0.01560451,0.9993973,0.9999914,0.21641564,0.99733186,0.99999595,0.23849094,0.99601364,0.99997854,0.022173313,0.9991155,1.0,0.029031025,0.998869,0.9999441,0.2674012,0.9998109,0.99996686,0.26912332,0.99620724,0.9999968,0.00941716,0.99860054,0.9999982,0.024461202,0.99882585,0.9999851,0.2766755,0.9990258,0.5072451,0.02
1,-0.1923932284116745,0.012532995082437992,0.025265397503972054,0.01626768708229065,-0.03482460603117943,-0.7361356019973755,-0.9221148490905762,0.5217157006263733,1.1418511867523193,0.14844761788845062,-0.10231777280569077,0.43435364961624146,1.2147358655929565,0.6650556921958923,1.6281262636184692,-0.19558899104595184,-0.006497225724160671,0.9999956,0.2428851,0.9991339,0.9999925,0.015067079,0.99953663,0.9999999,0.022781672,0.99935347,0.99999845,0.27232102,0.999699,0.9999995,0.2649388,0.9999815,1.0,0.010891248,0.99948275,0.999977,0.014869298,0.9995864,0.9999926,0.23567489,0.99802125,0.9999968,0.25971597,0.996935,0.99998236,0.020853354,0.99938834,1.0,0.027058603,0.9991048,0.9999505,0.2891859,0.99988484,0.99997187,0.2863924,0.9970475,0.9999975,0.0085659735,0.9990132,0.99999845,0.02270783,0.9990772,0.9999875,0.2976489,0.9993337,0.5059908,0.08
2,-0.18594449758529663,0.023291759192943573,0.020576275885105133,0.01695198565721512,-0.033723920583724976,-0.74124675989151,-0.9285040497779846,0.517271101474762,1.1245388984680176,0.14680100977420807,-0.10560845583677292,0.4369775950908661,1.2151222229003906,0.6576603055000305,1.6204724311828613,-0.19321034848690033,-0.007296034600585699,0.9999963,0.26062652,0.9993622,0.99999344,0.0142163895,0.99963796,0.9999999,0.020798506,0.999532,0.99999857,0.2903599,0.9997768,0.99999964,0.28464508,0.9999889,1.0,0.010010726,0.9995975,0.9999796,0.014125581,0.99971455,0.99999356,0.2556147,0.99853253,0.9999974,0.2819978,0.9976376,0.99998546,0.019555109,0.9995764,1.0,0.025051566,0.9992949,0.99995613,0.31082782,0.9999293,0.9999759,0.3047149,0.9976993,0.999998,0.007760925,0.99930274,0.9999987,0.020987047,0.9992719,0.9999894,0.31818143,0.999542,0.50512576,0.13999999999999999
3,-0.17814116179943085,0.033501047641038895,0.016538195312023163,0.016748888418078423,-0.033707961440086365,-0.7454503774642944,-0.9347007870674133,0.5128566026687622,1.111837387084961,0.14568175375461578,-0.11000114679336548,0.4411512613296509,1.2133790254592896,0.6490776538848877,1.6122539043426514,-0.19159860908985138,-0.004973640199750662,0.9999969,0.27967143,0.99953353,0.9999943,0.013389698,0.9997179,1.0,0.018937482,0.9996625,0.9999988,0.30944067,0.9998361,0.99999976,0.30486083,0.9999933,1.0,0.009223691,0.99968576,0.99998176,0.013385019,0.99980325,0.9999944,0.27589828,0.9989172,0.99999785,0.30405122,0.9981989,0.99998796,0.018217705,0.99970645,1.0,0.023200652,0.99944764,0.9999609,0.33236992,0.99995685,0.99997926,0.3246495,0.9982175,0.99999845,0.0070327586,0.9995097,0.9999989,0.019446352,0.999426,0.9999908,0.33890513,0.99968684,0.50648165,0.19999999999999998
4,-0.1706547737121582,0.04284186661243439,0.01240355335175991,0.015827611088752747,-0.0334683433175087,-0.7494068741798401,-0.9396616220474243,0.5086733102798462,1.1001793146133423,0.14477688074111938,-0.11404867470264435,0.446718692779541,1.209986686706543,0.640814483165741,1.6038777828216553,-0.1905912607908249,-0.00025525360251776874,0.99999726,0.3001267,0.99965906,0.999995,0.012662189,0.9997807,1.0,0.017382195,0.9997571,0.9999989,0.32984412,0.9998797,0.99999976,0.3268311,0.99999595,1.0,0.008572588,0.99975485,0.99998367,0.012747288,0.99986386,0.9999951,0.29711854,0.9992005,0.9999982,0.32685995,0.9986318,0.99998987,0.017035844,0.99979633,1.0,0.021628276,0.9995684,0.9999652,0.35525453,0.99997365,0.99998224,0.34596542,0.9986216,0.9999988,0.0064176195,0.99965584,0.99999905,0.01811649,0.99955004,0.99999213,0.36030617,0.9997857,0.50899935,0.26
5,-0.1630162000656128,0.05114937946200371,0.007914609275758266,0.01490909606218338,-0.033308546990156174,-0.7534497976303101,-0.9445512890815735,0.5046042203903198,1.0890005826950073,0.14385175704956055,-0.11776550859212875,0.4523718059062958,1.2059171199798584,0.6324995160102844,1.5952281951904297,-0.1894812434911728,0.005088112782686949,0.99999774,0.32164034,0.9997507,0.9999956,0.011981599,0.9998287,1.0,0.016001735,0.9998246,0.99999905,0.3510696,0.99991155,0.9999999,0.3497342,0.9999976,1.0,0.007977207,0.9998079,0.9999852,0.012156208,0.99990547,0.9999957,0.31935444,0.99940884,0.99999845,0.35012347,0.9989587,0.99999154,0.015949324,0.999858,1.0,0.02018033,0.9996612,0.999969,0.37869146,0.9999838,0.9999846,0.3680339,0.9989323,0.99999905,0.005864065,0.9997577,0.99999917,0.016917331,0.99964595,0.9999932,0.3827215,0.9998528,0.5117259,0.32
6,-0.15506291389465332,0.05962645262479782,0.003149973228573799,0.013841862790286541,-0.03328700363636017,-0.7566447257995605,-0.9481368064880371,0.5003548860549927,1.0804544687271118,0.14270798861980438,-0.12000636756420135,0.45759859681129456,1.199983835220337,0.6240227818489075,1.5857826471328735,-0.18816827237606049,0.01126398891210556,0.999998,0.34421083,0.99981695,0.99999607,0.011330915,0.9998647,1.0,0.014781422,0.99987245,0.99999917,0.37187222,0.9999343,0.9999999,0.3731355,0.99999857,1.0,0.007399416,0.99984705,0.99998665,0.011583546,0.9999335,0.9999962,0.34172118,0.9995597,0.9999987,0.37279266,0.9992005,0.99999285,0.014914032,0.9999,1.0,0.018776948,0.99973077,0.9999721,0.401749,0.99999,0.99998665,0.38971585,0.99916697,0.99999917,0.005353621,0.99982774,0.9999993,0.015793232,0.9997181,0.99999404,0.40602508,0.9998982,0.51498395,0.38
7,-0.1479693204164505,0.06724550575017929,-0.0014639422297477722,0.012959438376128674,-0.03305966407060623,-0.7593779563903809,-0.9515737891197205,0.4964936077594757,1.073429822921753,0.14137455821037292,-0.11961913853883743,0.4626902937889099,1.1937931776046753,0.6158538460731506,1.5766054391860962,-0.18684270977973938,0.016254045069217682,0.9999982,0.3674487,0.999864,0.99999654,0.010759639,0.9998919,1.0,0.013738048,0.99990606,0.9999993,0.39259827,0.9999505,0.9999999,0.39719477,0.99999905,1.0,0.0069136037,0.999877,0.99998784,0.011107233,0.99995244,0.99999666,0.36435825,0.9996681,0.9999989,0.39565092,0.9993794,0.99999404,0.014036011,0.9999286,1.0,0.017577253,0.9997838,0.99997497,0.4247067,0.9999937,0.99998844,0.41099048,0.99934334,0.9999994,0.0049221,0.999876,0.9999994,0.014831086,0.9997732,0.99999475,0.42980143,0.9999285,0.51811564,0.44
8,-0.1419128179550171,0.0724443793296814,-0.0054989284835755825,0.012605719268321991,-0.032314907759428024,-0.7626977562904358,-0.9575405716896057,0.49421119689941406,1.0696089267730713,0.13988275825977325,-0.11394007503986359,0.46813246607780457,1.1890801191329956,0.6086409091949463,1.5685442686080933,-0.18561603128910065,0.019382096827030182,0.99999845,0.39066154,0.9998965,0.9999969,0.010285631,0.9999119,1.0,0.012880215,0.99992883,0.9999994,0.41349247,0.9999616,0.9999999,0.4215412,0.9999994,1.0,0.0065570544,0.999899,0.9999888,0.010760294,0.9999652,0.999997,0.38725144,0.999744,0.99999905,0.41798443,0.99950945,0.9999949,0.013355267,0.9999478,1.0,0.016655713,0.9998227,0.99997747,0.4469342,0.99999595,0.99998987,0.4311343,0.9994704,0.9999995,0.0045845755,0.99990845,0.9999994,0.014063237,0.99981385,0.99999535,0.45305145,0.99994826,0.5208146,0.5
9,-0.13716323673725128,0.07847144454717636,-0.00987082440406084,0.012648990377783775,-0.031386908143758774,-0.7658354640007019,-0.9660390019416809,0.493897408246994,1.0689303874969482,0.13850504159927368,-0.11059731245040894,0.4741438329219818,1.1843739748001099,0.6024317741394043,1.560137391090393,-0.18499329686164856,0.022899769246578217,0.99999857,0.41390193,0.99992025,0.99999726,0.009889132,0.99992764,1.0,0.012154119,0.9999454,0.9999994,0.43435347,0.99996996,0.9999999,0.44509757,0.99999964,1.0,0.0062508606,0.9999161,0.9999896,0.010447121,0.999974,0.99999726,0.40969986,0.9997998,0.99999917,0.4396464,0.9996093,0.9999956,0.012762726,0.99996126,1.0,0.01588204,0.999853,0.9999796,0.468576,0.99999726,0.99999094,0.45105428,0.99956757,0.9999995,0.004299631,0.9999317,0.9999995,0.013397462,0.9998461,0.9999958,0.4750429,0.99996185,0.52294844,0.56
